No,Facility Name,Category,Type,Free / Paid,Primary contact,Secandory contact,Email,Provice,District,Nearest Town / City,DS Division / Area,Full Address / Location Detail,Capabilities / Services,Available Hours,Available Doctors / Key Staff,Web site,Other Valuable Points / Notes,HTML code,Submitter Name,Submitter Contact,Submitter e-mail,Agreement
174,STD Clinic - Kuliyapitiya,STD,Government STD Clinic,Free,037-2281261,,stdclinickuliyapitiya@gmail.com,North Western Province,Kurunegala,Kuliyapitiya,Kuliyapitiya,"STD Clinic, Teaching Hospital, Kuliyapitiya","Confidential STI/HIV testing, diagnosis, treatment, counseling and referral",Call clinic to confirm current hours,Venereology / STD Clinic Team,,Official NSACP listing: https://aidscontrol.gov.lk/index.php?option=com_content&view=article&id=38&Itemid=175&lang=en,"<tr><td>STD Clinic - Kuliyapitiya<div class=""e-mail"">stdclinickuliyapitiya@gmail.com</div></td><td>North Western Province</td><td>Kurunegala</td><td><a href=""tel:037-2281261"" class=""phone-link"">037-2281261</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
175,Miracle Health Hospital - Kurunegala,Mental Health / Private Channeling,Private Hospital,Paid,037-7390350,037-2223524,info@miraclehospitals.lk,North Western Province,Kurunegala,Kurunegala,Kurunegala,"No. 223, Dambulla Road, Kurunegala","Psychiatrist channeling; counselors; addiction, anxiety/depression and memory-clinic related specialist appointments; 24/7 OPD and pharmacy",24/7 OPD; psychiatry/counseling by appointment,Visiting psychiatrists / counselors,,Hospital contact: https://miraclehospitals.lk/; current psychiatrist/counselor listings: https://www.doc.lk/search?hospital=52&specialization=0,"<tr><td>Miracle Health Hospital - Kurunegala<div class=""e-mail"">info@miraclehospitals.lk</div></td><td>North Western Province</td><td>Kurunegala</td><td><a href=""tel:037-7390350"" class=""phone-link"">037-7390350</a><div class=""phone-secondary"">037-2223524</div></td><td>Paid</td></tr>",,,,
176,Co-operative Hospital - Kurunegala,Private Healthcare / Referral,Private Hospital / Channel Centre,Paid,037-2232242,,,North Western Province,Kurunegala,Kurunegala,Kurunegala,"Colombo Road, Kurunegala",Private hospital/channeling services; call to verify current psychiatrist or counseling availability,Call ahead to confirm current clinic/consultant hours,,,Current institution/contact listed by Kurunegala Divisional Secretariat: http://kurunegala.ds.gov.lk/index.php/en/hospitals.html. Dedicated psychiatry availability not independently confirmed.,"<tr><td>Co-operative Hospital - Kurunegala<div class=""e-mail""></div></td><td>North Western Province</td><td>Kurunegala</td><td><a href=""tel:037-2232242"" class=""phone-link"">037-2232242</a><div class=""phone-secondary""></div></td><td>Paid</td></tr>",,,,
177,Medi House Hospital - Kurunegala,Private Healthcare / Referral,Private Hospital / Channel Centre,Paid,037-2223429,,,North Western Province,Kurunegala,Kurunegala,Kurunegala,Kurunegala,Private hospital/channeling services; call to verify current psychiatrist or counseling availability,Call ahead to confirm current clinic/consultant hours,,,Current institution/contact listed by Kurunegala Divisional Secretariat: http://kurunegala.ds.gov.lk/index.php/en/hospitals.html. Dedicated psychiatry availability not independently confirmed.,"<tr><td>Medi House Hospital - Kurunegala<div class=""e-mail""></div></td><td>North Western Province</td><td>Kurunegala</td><td><a href=""tel:037-2223429"" class=""phone-link"">037-2223429</a><div class=""phone-secondary""></div></td><td>Paid</td></tr>",,,,
178,Sethsewana Hospital - Kurunegala,Private Healthcare / Referral,Private Hospital / Channel Centre,Paid,037-2232365,037-2224773,,North Western Province,Kurunegala,Kurunegala,Kurunegala,"Colombo Road, Kurunegala",Private hospital/channeling services; call to verify current psychiatrist or counseling availability,Call ahead to confirm current clinic/consultant hours,,,Current institution/contact listed by Kurunegala Divisional Secretariat: http://kurunegala.ds.gov.lk/index.php/en/hospitals.html. Dedicated psychiatry availability not independently confirmed.,"<tr><td>Sethsewana Hospital - Kurunegala<div class=""e-mail""></div></td><td>North Western Province</td><td>Kurunegala</td><td><a href=""tel:037-2232365"" class=""phone-link"">037-2232365</a><div class=""phone-secondary"">037-2224773</div></td><td>Paid</td></tr>",,,,
179,Navinna Channel Centre - Kurunegala,Private Healthcare / Referral,Private Hospital / Channel Centre,Paid,037-2223111,037-2222102,,North Western Province,Kurunegala,Kurunegala,Kurunegala,Kurunegala,Private hospital/channeling services; call to verify current psychiatrist or counseling availability,Call ahead to confirm current clinic/consultant hours,,,Current institution/contact listed by Kurunegala Divisional Secretariat: http://kurunegala.ds.gov.lk/index.php/en/hospitals.html. Dedicated psychiatry availability not independently confirmed.,"<tr><td>Navinna Channel Centre - Kurunegala<div class=""e-mail""></div></td><td>North Western Province</td><td>Kurunegala</td><td><a href=""tel:037-2223111"" class=""phone-link"">037-2223111</a><div class=""phone-secondary"">037-2222102</div></td><td>Paid</td></tr>",,,,
180,Kurunegala Channel Centre,Private Healthcare / Referral,Private Hospital / Channel Centre,Paid,037-5551555,,,North Western Province,Kurunegala,Kurunegala,Kurunegala,"Colombo Road, Kurunegala",Private hospital/channeling services; call to verify current psychiatrist or counseling availability,Call ahead to confirm current clinic/consultant hours,,,Current institution/contact listed by Kurunegala Divisional Secretariat: http://kurunegala.ds.gov.lk/index.php/en/hospitals.html. Dedicated psychiatry availability not independently confirmed.,"<tr><td>Kurunegala Channel Centre<div class=""e-mail""></div></td><td>North Western Province</td><td>Kurunegala</td><td><a href=""tel:037-5551555"" class=""phone-link"">037-5551555</a><div class=""phone-secondary""></div></td><td>Paid</td></tr>",,,,
181,Teaching / Provincial General Hospital - Ratnapura (Acute Psychiatry Unit),Mental Health,Government Teaching / Provincial General Hospital,Free,045-2222261,045-2222262 - 6,,Sabaragamuwa Province,Ratnapura,Ratnapura,Ratnapura,"Teaching / Provincial General Hospital, Ratnapura",Acute Psychiatry Unit; Mental Health Clinic; specialist psychiatry; emergency referral,24/7 hospital emergency; psychiatry clinic schedule confirm locally,Consultant Psychiatry Team,,Official mental-health listing: https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=53&Itemid=212&lang=en; hospital contact directory: https://www.ceylonlanka.info/2012/09/contact-numbers-of-hospitals-in.html,"<tr><td>Teaching / Provincial General Hospital - Ratnapura (Acute Psychiatry Unit)<div class=""e-mail""></div></td><td>Sabaragamuwa Province</td><td>Ratnapura</td><td><a href=""tel:045-2222261"" class=""phone-link"">045-2222261</a><div class=""phone-secondary"">045-2222262 - 6</div></td><td>Free</td></tr>",,,,
182,District General Hospital - Embilipitiya (Mental Health Clinic),Mental Health,Government District / Base Hospital,Free,047-2230261,047-2230994,,Sabaragamuwa Province,Ratnapura,Embilipitiya,Embilipitiya,"Embilipitiya, Ratnapura District",Mental Health Clinic; Consumer & Carer Association,Call ahead to confirm current clinic/consultant hours,,,Mental-health service: https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=53&Itemid=212&lang=en; contact: https://www.ceylonlanka.info/2012/09/contact-numbers-of-hospitals-in.html,"<tr><td>District General Hospital - Embilipitiya (Mental Health Clinic)<div class=""e-mail""></div></td><td>Sabaragamuwa Province</td><td>Ratnapura</td><td><a href=""tel:047-2230261"" class=""phone-link"">047-2230261</a><div class=""phone-secondary"">047-2230994</div></td><td>Free</td></tr>",,,,
183,Base Hospital - Balangoda (Mental Health Clinic),Mental Health,Government District / Base Hospital,Free,045-2287261,,,Sabaragamuwa Province,Ratnapura,Balangoda,Balangoda,"Balangoda, Ratnapura District",Mental Health Clinic; specialist psychiatrist referral,Call ahead to confirm current clinic/consultant hours,,,Mental-health service: https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=53&Itemid=212&lang=en; contact: https://www.ceylonlanka.info/2012/09/contact-numbers-of-hospitals-in.html,"<tr><td>Base Hospital - Balangoda (Mental Health Clinic)<div class=""e-mail""></div></td><td>Sabaragamuwa Province</td><td>Ratnapura</td><td><a href=""tel:045-2287261"" class=""phone-link"">045-2287261</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
184,Base Hospital - Kahawatta (Mental Health Clinic),Mental Health,Government District / Base Hospital,Free,045-2270261,,,Sabaragamuwa Province,Ratnapura,Kahawatta,Kahawatta,"Kahawatta, Ratnapura District",Mental Health Clinic; Consumer & Carer Association,Call ahead to confirm current clinic/consultant hours,,,Mental-health service: https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=53&Itemid=212&lang=en; contact: https://www.ceylonlanka.info/2012/09/contact-numbers-of-hospitals-in.html,"<tr><td>Base Hospital - Kahawatta (Mental Health Clinic)<div class=""e-mail""></div></td><td>Sabaragamuwa Province</td><td>Ratnapura</td><td><a href=""tel:045-2270261"" class=""phone-link"">045-2270261</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
185,Base Hospital - Kalawana (Mental Health Clinic),Mental Health,Government District / Base Hospital,Free,045-2255261,,,Sabaragamuwa Province,Ratnapura,Kalawana,Kalawana,"Kalawana, Ratnapura District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,,Mental-health service: https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=53&Itemid=212&lang=en; contact: https://www.ceylonlanka.info/2012/09/contact-numbers-of-hospitals-in.html,"<tr><td>Base Hospital - Kalawana (Mental Health Clinic)<div class=""e-mail""></div></td><td>Sabaragamuwa Province</td><td>Ratnapura</td><td><a href=""tel:045-2255261"" class=""phone-link"">045-2255261</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
186,Divisional Hospital - Eheliyagoda,Mental Health,Government Divisional Hospital,Free,036-2258261,,,Sabaragamuwa Province,Ratnapura,Eheliyagoda,Eheliyagoda,"Eheliyagoda, Ratnapura District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,,Official mental-health clinic: https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=53&Itemid=212&lang=en; hospital contact directory: https://www.ceylonlanka.info/2012/09/contact-numbers-of-hospitals-in.html,"<tr><td>Divisional Hospital - Eheliyagoda<div class=""e-mail""></div></td><td>Sabaragamuwa Province</td><td>Ratnapura</td><td><a href=""tel:036-2258261"" class=""phone-link"">036-2258261</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
187,Divisional Hospital - Ayagama,Mental Health,Government Divisional Hospital,Free,045-2250061,,,Sabaragamuwa Province,Ratnapura,Ayagama,Ayagama,"Ayagama, Ratnapura District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,,Official mental-health clinic: https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=53&Itemid=212&lang=en; hospital contact directory: https://www.ceylonlanka.info/2012/09/contact-numbers-of-hospitals-in.html,"<tr><td>Divisional Hospital - Ayagama<div class=""e-mail""></div></td><td>Sabaragamuwa Province</td><td>Ratnapura</td><td><a href=""tel:045-2250061"" class=""phone-link"">045-2250061</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
188,Divisional Hospital - Kiriella,Mental Health,Government Divisional Hospital,Free,045-2265861,,,Sabaragamuwa Province,Ratnapura,Kiriella,Kiriella,"Kiriella, Ratnapura District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,,Official mental-health clinic: https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=53&Itemid=212&lang=en; hospital contact directory: https://www.ceylonlanka.info/2012/09/contact-numbers-of-hospitals-in.html,"<tr><td>Divisional Hospital - Kiriella<div class=""e-mail""></div></td><td>Sabaragamuwa Province</td><td>Ratnapura</td><td><a href=""tel:045-2265861"" class=""phone-link"">045-2265861</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
189,Divisional Hospital - Nivitigala,Mental Health,Government Divisional Hospital,Free,045-2279261,,,Sabaragamuwa Province,Ratnapura,Nivitigala,Nivitigala,"Nivitigala, Ratnapura District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,,Official mental-health clinic: https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=53&Itemid=212&lang=en; hospital contact directory: https://www.ceylonlanka.info/2012/09/contact-numbers-of-hospitals-in.html,"<tr><td>Divisional Hospital - Nivitigala<div class=""e-mail""></div></td><td>Sabaragamuwa Province</td><td>Ratnapura</td><td><a href=""tel:045-2279261"" class=""phone-link"">045-2279261</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
190,Divisional Hospital - Sooriyakanda,Mental Health,Government Divisional Hospital,Free,045-3454761,,,Sabaragamuwa Province,Ratnapura,Sooriyakanda,Kolonna area,"Sooriyakanda, Ratnapura District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,,Official mental-health clinic: https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=53&Itemid=212&lang=en; hospital contact directory: https://www.ceylonlanka.info/2012/09/contact-numbers-of-hospitals-in.html,"<tr><td>Divisional Hospital - Sooriyakanda<div class=""e-mail""></div></td><td>Sabaragamuwa Province</td><td>Ratnapura</td><td><a href=""tel:045-3454761"" class=""phone-link"">045-3454761</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
191,Divisional Hospital - Kolonna,Mental Health,Government Divisional Hospital,Free,045-2260261,,,Sabaragamuwa Province,Ratnapura,Kolonna,Kolonna,"Kolonna, Ratnapura District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,,Official mental-health clinic: https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=53&Itemid=212&lang=en; hospital contact directory: https://www.ceylonlanka.info/2012/09/contact-numbers-of-hospitals-in.html,"<tr><td>Divisional Hospital - Kolonna<div class=""e-mail""></div></td><td>Sabaragamuwa Province</td><td>Ratnapura</td><td><a href=""tel:045-2260261"" class=""phone-link"">045-2260261</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
192,Divisional Hospital - Marathenna,Mental Health,Government Divisional Hospital,Free,045-3459776,,,Sabaragamuwa Province,Ratnapura,Marathenna,Balangoda area,"Marathenna, Ratnapura District",Mental Health Clinic,Call ahead to confirm current clinic/consultant hours,,,Official mental-health clinic: https://www.mentalhealth.health.gov.lk/index.php?option=com_content&view=article&id=53&Itemid=212&lang=en; hospital contact directory: https://www.ceylonlanka.info/2012/09/contact-numbers-of-hospitals-in.html,"<tr><td>Divisional Hospital - Marathenna<div class=""e-mail""></div></td><td>Sabaragamuwa Province</td><td>Ratnapura</td><td><a href=""tel:045-3459776"" class=""phone-link"">045-3459776</a><div class=""phone-secondary""></div></td><td>Free</td></tr>",,,,
